https://accounts.google.com/ServiceLogin?service=orkut&passive=1209600&continue=http%3A%2F%2Fm.orkut.com%2FRedirLogin.aspx%3Fmsg%3D0%26page%3Dhttp%3A%2F%2Fm.orkut.com%2FHome.aspx&followup=http%3A%2F%2Fm.orkut.com%2FRedirLogin.aspx%3Fmsg%3D0%26page%3Dhttp%3A%2F%2Fm.orkut.com%2FHome.aspx	56
http://www.cnet.com/	63
http://www.mediafire.com/	62
http://www.cnn.com/	69
http://m.ebay.de/	67
http://www.about.com/	68
http://www.adobe.com/	52
http://www.rakuten.co.jp/	41
https://imageshack.com/login	56
http://www.xvideos.com/	67
http://m.tube8.com/	64
https://accounts.google.com/ServiceLogin?service=orkut&passive=1209600&continue=http%3A%2F%2Fm.orkut.com%2FRedirLogin.aspx%3Fmsg%3D0%26page%3Dhttp%3A%2F%2Fm.orkut.com%2FHome.aspx&followup=http%3A%2F%2Fm.orkut.com%2FRedirLogin.aspx%3Fmsg%3D0%26page%3Dhttp%3A%2F%2Fm.orkut.com%2FHome.aspx	56
http://wap.soso.com/?g_f=2405	80
http://m.uol.com.br/?web	49
http://ameblo.jp/	76
http://www.livejournal.com/	70
http://www.livedoor.com/lite/	67
http://www.4shared.com/	74
http://www.redtube.com/	73
http://wordpress.com/	68
http://www.tianya.cn/m/	63
http://mixi.jp/	75
http://www.tudou.com/	58
http://touch.dailymotion.com/	61
http://m.xhamster.com/	75
http://mt.renren.com/login?redirect=http%3A%2F%2Fmt.renren.com%2Fhome%3Fcp_config%3D0%26from%3D8000103&from=8000103	56
http://m.ebay.co.uk/	65
http://www.amazon.de/gp/aw/h.html/279-4000647-3371346?ie=UTF8&pc_redir=1400073057	74
http://m.odnoklassniki.ru/	80
http://thepiratebay.se/	91
http://m.rediff.com/	79
http://www.deviantart.com/	50
http://digg.com/	57
http://mobile.nytimes.com/	69
http://m.alibaba.com/	62
http://m.globo.com/	64
http://www.goo.ne.jp/	67
http://i.ifeng.com/?ch=ifengweb	65
http://zynga.com/mobile	66
http://www.clicksor.com/	48
http://m.soufun.com/	70
http://adultfriendfinder.com/	95
https://www.paypal.com/home	55
http://mobile.walmart.com/	66
http://mt.cnzz.com/main.php?c=user&a=login&type=index_zhanzhang	83
http://m.rambler.ru/	67
http://www.filestube.to/	79
http://www.amazon.co.jp/gp/aw/h.html/375-4508373-2928656?ie=UTF8&pc_redir=1400073280&uid=NULLGWDOCOMO	79
http://optmd.com/	84
http://m.weather.com/	59
http://fastbrowsersearch.com/	85
http://cm.chinaz.com/go.php?url=chinaz.com/	91
http://m.nk.pl/login	63
http://m.taringa.net/top/posts/	62
http://m.kankan.com/	64
http://m.tagged.com/index.html	54
http://www.amazon.co.uk/gp/aw/h.html/278-3316328-5865504?ie=UTF8&pc_redir=1400073353	74
http://www.answers.com/#page1	70
http://ezinearticles.com/	79
http://www.xnxx.com/	72
http://m.download.cnet.com/ios/	54
http://www.ning.com/	56
http://www.spiegel.de/	44
http://www.sogou.com/#sweb=1	75
https://www.linkbucks.com/	61
http://m.dell.com/mt/www.dell.com/us/p/	56
http://sp.nicovideo.jp/	63
http://www.wretch.cc/	91
http://www.skyrock.mobi/?orig=3	75
http://www.mozilla.org/en-US/	67
http://www.free.fr/adsl/index.html	80
http://tinypic.com/	72
http://uk.m.godaddy.com/?mrk=sales.none&mrf=%2F	59
http://home.mywebsearch.com/index.jhtml	69
http://dfiles.eu/	56
https://m.partypoker.com/en/poker	52
http://m.bestbuy.com/m/e/digital/	71
http://www.mininova.org/	72
http://www.hulu.com/	55
http://m.terra.com.br/	57
http://m.hao123.com/?vit=h123&from=3w123	53
http://www.stepout.com/?fromNetlog=1&requestUri=http%3A%2F%2Fen.netlog.com%2F	64
http://www.ehow.com/	75
http://m.dictionary.com/	56
http://m.target.com/	60
http://torrentz.eu/	75
http://gameztar.com/	100
http://www.metacafe.com/	62
http://sourceforge.net/	70
http://2ch.net/	82
http://www.wikimedia.org/	80
http://mobile.orange.fr/visiteur/PV?PS=HPACMEWIFI	64
http://m.huffpost.com/us/	35
