https://www.google.com/	74
https://m.facebook.com/?refsrc=http%3A%2F%2Fwww.facebook.com%2F&_rdr	56
https://www.yahoo.com/	99
http://m.youtube.com/	64
https://login.live.com/login.srf?wa=wsignin1.0&rpsnv=12&ct=1400072562&rver=6.4.6456.0&wp=MBI_SSL_SHARED&wreply=https:%2F%2Fmail.live.com%2Fm%2F&lc=1033&id=64855&pcexp=false&snsc=1	56
http://www.wikipedia.org/	80
https://accounts.google.com/ServiceLogin?service=blogger&passive=1209600&continue=https://www.blogger.com/home&followup=https://www.blogger.com/home&ltmpl=start	61
http://www.baidu.com/	100
http://t.msn.com/	61
http://m.yahoo.co.jp/	57
http://xw.qq.com/index.htm	61
https://myspace.com/	63
https://mobile.twitter.com/	53
http://sina.cn/?from=www&ref=http%3A%2F%2Fsina.com.cn%2F	80
http://www.amazon.com/	91
http://wordpress.com/	68
http://m.ebay.com/	66
http://www.bing.com/	78
http://m.taobao.com/?sprefer=sypc00	55
http://3g.163.com/touch/	58
https://rapidshare.com/home	71
http://www.yandex.ru/	75
http://mail.ru/	75
http://fc2.com/	74
https://flickr.com/	99
http://m.vk.com/	61
http://m.livejasmin.com/en/list?livejasmin_session=86935f4b5b7c21d31bc720453828f2c0	58
https://touch.www.linkedin.com/?sessionid=7120111620063232&or=true#home	70
http://www.craigslist.org/about/sites	47
http://m.aol.com/	49
http://m.imdb.com/	59
http://go.com/	67
http://m.sohu.com/?fr=3w&jump=front	67
http://www.google.com/doubleclick/	75
http://m.bbc.co.uk/	48
http://photobucket.com/	64
https://accounts.google.com/ServiceLogin?service=orkut&passive=1209600&continue=http%3A%2F%2Fm.orkut.com%2FRedirLogin.aspx%3Fmsg%3D0%26page%3Dhttp%3A%2F%2Fm.orkut.com%2FHome.aspx&followup=http%3A%2F%2Fm.orkut.com%2FRedirLogin.aspx%3Fmsg%3D0%26page%3Dhttp%3A%2F%2Fm.orkut.com%2FHome.aspx	56
http://www.pornhub.com/	71
http://www.apple.com/	71
http://m.hi5.com/index.html	52
http://iphone.kaixin001.com/?flag=0&from=plat&noredirect=1	56
http://conduit.com/	83
http://www.ask.com/	89
http://mobile.youporn.com/	64
http://www.youku.com/	77
http://m.espn.go.com/wireless/?w=1e0i6&i=COMR&src=desktop	71
